Absolute Difference;Difference;Movie Title;MSE without Categories;MSE with Categories;Categories;;;;;;;
0.0132;0.0132;Savage Nights (Nuits fauves, Les) (1992);1.3752;1.362;Drama;;;;;;;
0.0132;0.0132;Gigli (2003);2.0138;2.0006;Action;Crime;Drama;;;;;
0.0131;0.0131;Exorcist, The (1973);1.0644;1.0513;Horror;Mystery;;;;;;
0.0131;0.0131;Day After Tomorrow, The (2004);1.0315;1.0184;Action;Adventure;Drama;Sci-Fi;Thriller;;;
0.0131;-0.0131;Breaking the Waves (1996);1.1277;1.1408;Drama;Mystery;;;;;;
0.0131;0.0131;Singles (1992);0.8481;0.835;Comedy;Drama;Romance;;;;;
0.0131;-0.0131;Seven (a.k.a. Se7en) (1995);0.7463;0.7594;Crime;Horror;Mystery;Thriller;;;;
0.0131;-0.0131;Cinderella Man (2005);0.5764;0.5895;Drama;Romance;;;;;;
0.0131;-0.0131;Maltese Falcon, The (1941);0.7392;0.7523;Film-Noir;Mystery;;;;;;
0.0131;-0.0131;Princess Bride, The (1987);0.8137;0.8268;Action;Adventure;Comedy;Fantasy;Romance;;;
0.0131;-0.0131;Memento (2000);0.7116;0.7247;Crime;Drama;Mystery;Thriller;;;;
0.0131;-0.0131;When Worlds Collide (1951);0.559;0.5721;Sci-Fi;;;;;;;
0.0131;-0.0131;K-19: The Widowmaker (2002);0.8201;0.8332;Action;Adventure;Drama;Thriller;;;;
0.0131;-0.0131;Triplets of Belleville, The (Les Triplettes de Belleville) (2003);0.7911;0.8042;Animation;Comedy;Fantasy;;;;;
0.0131;0.0131;Man Without a Face, The (1993);1.0833;1.0702;Drama;;;;;;;
0.0131;-0.0131;Get Carter (2000);1.4112;1.4243;Action;Drama;Thriller;;;;;
0.013;0.013;Killer (a.k.a. Bulletproof Heart) (1994);0.1262;0.1132;Drama;Thriller;;;;;;
0.013;0.013;Pink Floyd: The Wall (1982);0.9918;0.9788;Drama;Musical;War;;;;;
0.013;0.013;Discreet Charm of the Bourgeoisie, The (Le Charme discret de la bourgeoisie) (1972);0.8612;0.8482;Comedy;Drama;Fantasy;;;;;
0.013;0.013;Fubar (2002);0.7277;0.7147;Comedy;Documentary;;;;;;
0.013;-0.013;Chungking Express (Chngqng Senln) (1994);0.6664;0.6794;Drama;Mystery;Romance;;;;;
0.013;-0.013;Browning Version, The (1994);0.8777;0.8907;Drama;;;;;;;
0.013;-0.013;Pianist, The (2002);0.6402;0.6532;Drama;War;;;;;;
0.013;0.013;Witness for the Prosecution (1957);0.5458;0.5328;Drama;Mystery;Thriller;;;;;
0.013;0.013;Return of the Killer Tomatoes! (1988);1.5104;1.4974;Comedy;Horror;;;;;;
0.0129;-0.0129;Big Lebowski, The (1998);0.8893;0.9022;Comedy;Crime;Mystery;Thriller;;;;
0.0129;-0.0129;Phone Booth (2002);0.8156;0.8285;Drama;Thriller;;;;;;
0.0129;-0.0129;Godson, The (Samoura, Le) (1967);0.6769;0.6898;Crime;Drama;Thriller;;;;;
0.0129;0.0129;Three Seasons (1999);0.3293;0.3164;Drama;;;;;;;
0.0129;-0.0129;Lon: The Professional (Lon) (Professional, The) (1994);0.6095;0.6224;Crime;Drama;Romance;Thriller;;;;
0.0129;-0.0129;X: The Man with the X-Ray Eyes (1963);1.1957;1.2086;Sci-Fi;Thriller;;;;;;
0.0129;-0.0129;Fist of Legend (Jing wu ying xiong) (1994);0.5692;0.5821;Action;Drama;;;;;;
0.0128;0.0128;King of the Hill (1993);0.8588;0.846;Drama;;;;;;;
0.0128;0.0128;Some Folks Call It a Sling Blade (1993);0.6171;0.6043;Drama;Thriller;;;;;;
0.0128;0.0128;Assassination Bureau, The (1969);0.5783;0.5655;Action;Adventure;Comedy;Crime;Sci-Fi;;;
0.0128;0.0128;Sideways (2004);0.8831;0.8703;Adventure;Comedy;Drama;Romance;;;;
0.0128;-0.0128;Revenge of the Nerds II: Nerds in Paradise (1987);0.9396;0.9524;Comedy;;;;;;;
0.0128;-0.0128;North Avenue Irregulars, The (1979);0.9927;1.0055;Action;Crime;;;;;;
0.0128;0.0128;Armageddon (1998);1.2446;1.2318;Action;Romance;Sci-Fi;Thriller;;;;
0.0128;0.0128;Shanghai Noon (2000);1.0323;1.0195;Action;Adventure;Comedy;Western;;;;
0.0128;-0.0128;Fish Called Wanda, A (1988);0.7336;0.7464;Comedy;Crime;;;;;;
0.0128;-0.0128;Kundun (1997);0.6287;0.6415;Drama;;;;;;;
0.0128;-0.0128;Armed and Dangerous (1986);1.4393;1.4521;Comedy;Crime;;;;;;
0.0128;-0.0128;Johnny English (2003);1.1466;1.1594;Action;Comedy;Thriller;;;;;
0.0127;0.0127;BloodRayne (2005);3.9708;3.9581;Action;Fantasy;Horror;;;;;
0.0127;0.0127;Mildred Pierce (1945);0.6932;0.6805;Drama;Film-Noir;;;;;;
0.0127;0.0127;Continental Divide (1981);0.6721;0.6594;Comedy;Romance;;;;;;
0.0127;-0.0127;Serpico (1973);0.5243;0.537;Crime;Drama;;;;;;
0.0127;-0.0127;Match Point (2005);0.7611;0.7738;Crime;Drama;Romance;;;;;
0.0127;-0.0127;For Me and My Gal (1942);0.2947;0.3074;Drama;Musical;Romance;;;;;
0.0127;0.0127;Dragonheart (1996);0.8339;0.8212;Action;Adventure;Fantasy;;;;;
0.0127;-0.0127;Saint, The (1997);1.0024;1.0151;Action;Romance;Thriller;;;;;
0.0126;0.0126;Lantana (2001);0.5247;0.5121;Drama;Mystery;Thriller;;;;;
0.0126;-0.0126;Thing, The (1982);0.9698;0.9824;Action;Horror;Sci-Fi;Thriller;;;;
0.0126;-0.0126;Support Your Local Sheriff! (1969);0.7394;0.752;Comedy;Western;;;;;;
0.0126;-0.0126;Bounty, The (1984);0.639;0.6516;Adventure;Drama;;;;;;
0.0126;-0.0126;Funny Girl (1968);1.0926;1.1052;Drama;Musical;Romance;;;;;
0.0126;-0.0126;King Ralph (1991);1.28;1.2926;Comedy;;;;;;;
0.0126;-0.0126;Troy (2004);0.9959;1.0085;Action;Adventure;Drama;War;;;;
0.0125;0.0125;Firm, The (1993);0.7277;0.7152;Drama;Thriller;;;;;;
0.0125;0.0125;Mozart and the Whale (2005);0.8889;0.8764;Comedy;Drama;Romance;;;;;
0.0125;-0.0125;Marnie (1964);0.5334;0.5459;Drama;Mystery;Romance;Thriller;;;;
0.0125;-0.0125;Music of the Heart (1999);0.6406;0.6531;Drama;;;;;;;
0.0125;-0.0125;Last Samurai, The (2003);0.8038;0.8163;Action;Adventure;Drama;War;;;;
0.0125;0.0125;Devil's Advocate, The (1997);0.8271;0.8146;Drama;Horror;Thriller;;;;;
0.0125;0.0125;Ring, The (2002);1.0812;1.0687;Drama;Horror;Mystery;Thriller;;;;
0.0125;0.0125;Black Widow (1987);0.8916;0.8791;Crime;Drama;Mystery;Thriller;;;;
0.0125;0.0125;Infernal Affairs (Miu gaan diy) (2002);0.6275;0.615;Crime;Drama;Thriller;;;;;
0.0125;-0.0125;Vice Versa (1988);0.8575;0.87;Comedy;;;;;;;
0.0125;-0.0125;Night Watch (Nochnoy dozor) (2004);1.0588;1.0713;Action;Fantasy;Horror;Mystery;Sci-Fi;Thriller;;
0.0124;0.0124;Woman in the Dunes (Suna no onna) (1964);0.8958;0.8834;Drama;;;;;;;
0.0124;-0.0124;Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966);0.7847;0.7971;Action;Adventure;Western;;;;;
0.0124;0.0124;Fluke (1995);0.7675;0.7551;Children;Drama;;;;;;
0.0124;0.0124;Robin Hood: Men in Tights (1993);1.1096;1.0972;Comedy;;;;;;;
0.0124;0.0124;Meteor Man, The (1993);0.7845;0.7721;Comedy;;;;;;;
0.0124;0.0124;Gold Rush, The (1925);0.7521;0.7397;Adventure;Comedy;Romance;;;;;
0.0124;-0.0124;Death and the Maiden (1994);0.5975;0.6099;Drama;Thriller;;;;;;
0.0124;-0.0124;Metro (1997);0.9063;0.9187;Action;Comedy;Crime;Drama;Thriller;;;
0.0124;-0.0124;200 Cigarettes (1999);0.896;0.9084;Comedy;Drama;;;;;;
0.0123;-0.0123;Space Jam (1996);1.3577;1.37;Adventure;Animation;Children;Comedy;Fantasy;Sci-Fi;;
0.0123;-0.0123;Ghostbusters II (1989);0.8845;0.8968;Action;Comedy;Fantasy;Horror;Sci-Fi;;;
0.0123;0.0123;Judgment Night (1993);0.4605;0.4482;Action;Crime;Thriller;;;;;
0.0123;-0.0123;Mummy's Curse, The (1944);0.3141;0.3264;Horror;;;;;;;
0.0123;0.0123;Innocents, The (1961);0.6564;0.6441;Drama;Horror;Thriller;;;;;
0.0123;0.0123;Funeral, The (1996);0.498;0.4857;Crime;Drama;;;;;;
0.0123;0.0123;After the Sunset (2004);0.7905;0.7782;Action;Adventure;Comedy;Crime;Thriller;;;
0.0123;0.0123;Inside Man (2006);0.5189;0.5066;Crime;Drama;Thriller;;;;;
0.0123;-0.0123;Manhunter (1986);0.8849;0.8972;Action;Crime;Drama;Horror;Thriller;;;
0.0123;-0.0123;Jurassic Park III (2001);1.0709;1.0832;Action;Adventure;Sci-Fi;;;;;
0.0123;-0.0123;Freaks (1932);1.0519;1.0642;Crime;Drama;Horror;;;;;
0.0122;-0.0122;Invasion of the Body Snatchers (1978);0.8563;0.8685;Horror;Mystery;Sci-Fi;Thriller;;;;
0.0122;-0.0122;Navigator, The (1924);0.5377;0.5499;Comedy;;;;;;;
0.0122;-0.0122;Daytrippers, The (1996);0.4397;0.4519;Comedy;Drama;Mystery;Romance;;;;
0.0122;-0.0122;Travellers and Magicians (2003);0.0164;0.0286;Adventure;Drama;;;;;;
0.0122;0.0122;Man of the Year (1995);0.455;0.4428;Documentary;;;;;;;
0.0122;0.0122;Longest Day, The (1962);0.6889;0.6767;Action;Drama;War;;;;;
0.0122;0.0122;Basket Case (1982);0.8607;0.8485;Comedy;Horror;;;;;;
0.0122;0.0122;Avalon (2001);1.112;1.0998;Drama;Fantasy;Sci-Fi;;;;;
0.0122;0.0122;Closer (2004);0.9164;0.9042;Drama;Romance;;;;;;
0.0122;-0.0122;Bitter Moon (1992);1.0036;1.0158;Drama;Film-Noir;;;;;;
0.0122;-0.0122;Trading Places (1983);0.6289;0.6411;Comedy;;;;;;;
0.0122;-0.0122;Searchers, The (1956);0.7965;0.8087;Drama;Western;;;;;;
0.0122;-0.0122;City of God (Cidade de Deus) (2002);0.6561;0.6683;Action;Crime;Drama;;;;;
0.0122;-0.0122;Matador, The (2005);0.6237;0.6359;Comedy;Drama;Thriller;;;;;
0.0121;0.0121;For Love or Money (1993);0.524;0.5119;Comedy;;;;;;;
0.0121;0.0121;On Golden Pond (1981);0.8004;0.7883;Drama;;;;;;;
0.0121;0.0121;Station Agent, The (2003);0.5291;0.517;Comedy;Drama;;;;;;
0.0121;0.0121;Great Train Robbery, The (a.k.a. First Great Train Robbery, The) (1979);0.4848;0.4727;Action;Adventure;Comedy;Crime;Drama;;;
0.0121;0.0121;Eagle vs Shark (2007);0.9839;0.9718;Comedy;;;;;;;
0.0121;-0.0121;Cinema Paradiso (Nuovo cinema Paradiso) (1989);0.7693;0.7814;Comedy;Drama;Romance;;;;;
0.0121;-0.0121;Horse Feathers (1932);0.8252;0.8373;Comedy;;;;;;;
0.012;0.012;Next Karate Kid, The (1994);1.5274;1.5154;Action;Children;;;;;;
0.012;0.012;Down by Law (1986);0.7336;0.7216;Comedy;Drama;;;;;;
0.012;0.012;Superman II (1980);1.1086;1.0966;Action;Adventure;Fantasy;Sci-Fi;;;;
0.012;0.012;Assault on Precinct 13 (1976);0.458;0.446;Action;Thriller;;;;;;
0.012;0.012;Secretary (2002);0.7655;0.7535;Comedy;Drama;Romance;;;;;
0.012;-0.012;Heat (1995);0.7411;0.7531;Action;Crime;Thriller;;;;;
0.012;-0.012;Little Big League (1994);1.132;1.144;Comedy;Drama;;;;;;
0.012;-0.012;Stripes (1981);0.824;0.836;Comedy;War;;;;;;
0.012;-0.012;Truth About Charlie, The (2002);1.3463;1.3583;Mystery;Thriller;;;;;;
0.012;-0.012;Man Who Knew Too Much, The (1956);0.4964;0.5084;Adventure;Drama;Mystery;Thriller;;;;
0.0119;0.0119;Sid and Nancy (1986);0.6928;0.6809;Drama;;;;;;;
0.0119;0.0119;For Your Eyes Only (1981);0.65;0.6381;Action;Adventure;Thriller;;;;;
0.0119;0.0119;Backdraft (1991);0.989;0.9771;Action;Drama;;;;;;
0.0119;-0.0119;Cross of Iron (1977);0.7914;0.8033;War;;;;;;;
0.0119;-0.0119;Dan in Real Life (2007);0.6687;0.6806;Comedy;Drama;Romance;;;;;
0.0119;0.0119;Fire Birds (1990);2.1311;2.1192;Action;Adventure;;;;;;
0.0118;0.0118;Dead Poets Society (1989);0.7399;0.7281;Drama;;;;;;;
0.0118;0.0118;Wag the Dog (1997);0.8192;0.8074;Comedy;;;;;;;
0.0118;0.0118;U.S. vs. John Lennon, The (2006);0.6806;0.6688;Documentary;;;;;;;
0.0118;-0.0118;Hope Floats (1998);1.0114;1.0232;Comedy;Drama;Romance;;;;;
0.0118;-0.0118;Voices of Iraq (2004);2.3074;2.3192;Documentary;;;;;;;
0.0118;0.0118;Commando (1985);1.1016;1.0898;Action;Adventure;;;;;;
0.0117;0.0117;Restoration (1995);0.6598;0.6481;Drama;;;;;;;
0.0117;0.0117;Muppet Treasure Island (1996);1.3841;1.3724;Adventure;Children;Comedy;Musical;;;;
0.0117;0.0117;Cabin Boy (1994);1.4797;1.468;Comedy;;;;;;;
0.0117;0.0117;Anaconda (1997);1.6876;1.6759;Action;Adventure;Thriller;;;;;
0.0117;0.0117;Shakiest Gun in the West, The (1968);1.619;1.6073;Comedy;Western;;;;;;
0.0117;0.0117;How the West Was Won (1962);0.8345;0.8228;Adventure;Drama;Western;;;;;
0.0117;-0.0117;2001: A Space Odyssey (1968);1.22;1.2317;Adventure;Sci-Fi;;;;;;
0.0117;-0.0117;Scream 3 (2000);1.6683;1.68;Comedy;Horror;Thriller;;;;;
0.0117;-0.0117;Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001);1.0703;1.082;Adventure;Children;Fantasy;;;;;
0.0117;-0.0117;Jet Lag (Dcalage horaire) (2002);0.6312;0.6429;Comedy;Romance;;;;;;
0.0117;-0.0117;Lady from Shanghai, The (1947);0.5891;0.6008;Drama;Film-Noir;Mystery;;;;;
0.0117;0.0117;Jackal, The (1997);0.8896;0.8779;Action;Thriller;;;;;;
0.0117;-0.0117;Blow (2001);0.7113;0.723;Drama;;;;;;;
0.0116;0.0116;Contempt (Mpris, Le) (1963);1.1526;1.141;Drama;;;;;;;
0.0116;0.0116;Cinderella Story, A (2004);1.3942;1.3826;Comedy;Romance;;;;;;
0.0116;0.0116;Jerry and Tom (1998);0.3571;0.3455;Comedy;Crime;Drama;;;;;
0.0115;0.0115;Platoon (1986);0.7215;0.71;Drama;War;;;;;;
0.0115;0.0115;Star Trek VI: The Undiscovered Country (1991);1.328;1.3165;Action;Mystery;Sci-Fi;;;;;
0.0115;0.0115;Late Marriage (Hatuna Meuheret) (2001);0.562;0.5505;Comedy;Drama;Romance;;;;;
0.0115;0.0115;Stuck On You (2003);1.1492;1.1377;Comedy;;;;;;;
0.0115;0.0115;Enter the Dragon (1973);0.6115;0.6;Action;Crime;;;;;;
0.0115;-0.0115;Holy Man (1998);1.2407;1.2522;Comedy;;;;;;;
0.0115;-0.0115;In Country (1989);0.6082;0.6197;Drama;;;;;;;
0.0115;-0.0115;Days of Heaven (1978);0.8525;0.864;Drama;;;;;;;
0.0114;0.0114;Terminator, The (1984);0.8161;0.8047;Action;Sci-Fi;Thriller;;;;;
0.0114;0.0114;Postman, The (1997);1.3184;1.307;Drama;;;;;;;
0.0114;0.0114;Rat Race (2001);1.0865;1.0751;Comedy;;;;;;;
0.0114;0.0114;Wolfen (1981);0.7034;0.692;Horror;;;;;;;
0.0114;-0.0114;Bewitched (2005);1.192;1.2034;Comedy;Fantasy;Romance;;;;;
0.0114;-0.0114;Carandiru (2003);0.9357;0.9471;Crime;Drama;;;;;;
0.0114;-0.0114;Executive Suite (1954);0.3851;0.3965;Drama;;;;;;;
0.0114;0.0114;Chumscrubber, The (2005);0.8694;0.858;Comedy;Drama;;;;;;
0.0114;-0.0114;About a Boy (2002);0.7164;0.7278;Comedy;Drama;;;;;;
0.0114;-0.0114;Treasure Island (1950);0.7468;0.7582;Adventure;Children;;;;;;
0.0114;-0.0114;THX 1138 (1971);0.7045;0.7159;Adventure;Drama;Sci-Fi;;;;;
0.0114;-0.0114;Elf (2003);0.9698;0.9812;Children;Comedy;Fantasy;;;;;
0.0113;-0.0113;Shall We Dance? (2004);0.8693;0.8806;Comedy;Romance;;;;;;
0.0113;-0.0113;Deterrence (1999);0.0718;0.0831;Drama;Thriller;;;;;;
0.0113;-0.0113;Apollo 13 (1995);0.7249;0.7362;Adventure;Drama;;;;;;
0.0113;-0.0113;Gordy (1995);0.9434;0.9547;Comedy;;;;;;;
0.0113;-0.0113;Night in the Life of Jimmy Reardon, A (1988);0.794;0.8053;Comedy;Romance;;;;;;
0.0113;-0.0113;Zathura (2005);1.0216;1.0329;Action;Adventure;Children;Fantasy;;;;
0.0112;0.0112;13th Warrior, The (1999);1.1466;1.1354;Action;Adventure;Fantasy;Horror;Thriller;;;
0.0112;-0.0112;Bridges of Madison County, The (1995);1.293;1.3042;Drama;Romance;;;;;;
0.0112;-0.0112;Boat, The (Das Boot) (1981);0.7525;0.7637;Action;Drama;War;;;;;
0.0112;-0.0112;Diamond Men (2001);1.96;1.9712;Drama;;;;;;;
0.0112;0.0112;Last Man Standing (1996);0.8617;0.8505;Action;Crime;Drama;Thriller;;;;
0.0112;0.0112;Star Wars: Episode VI - Return of the Jedi (1983);0.9186;0.9074;Action;Adventure;Sci-Fi;;;;;
0.0112;0.0112;Peacemaker, The (1997);0.8741;0.8629;Action;Thriller;War;;;;;
0.0112;0.0112;Murderous Maids (Les Blessures Assassines) (2000);0.2552;0.244;Drama;;;;;;;
0.0112;-0.0112;Adventures of Robin Hood, The (1938);0.9024;0.9136;Action;Adventure;Romance;;;;;
0.0112;-0.0112;Life Less Ordinary, A (1997);0.9032;0.9144;Romance;Thriller;;;;;;
0.0112;-0.0112;Three Ages, The (1923);0.6841;0.6953;Comedy;;;;;;;
0.0112;-0.0112;Death Kiss, The (1933);0.3134;0.3246;Comedy;Mystery;;;;;;
0.0112;-0.0112;Adventures of Buckaroo Banzai Across the 8th Dimension, The (1984);1.1831;1.1943;Adventure;Comedy;Sci-Fi;;;;;
0.0112;-0.0112;Competition, The (1980);1.4205;1.4317;Drama;Romance;;;;;;
0.0111;0.0111;K-PAX (2001);0.8745;0.8634;Drama;Fantasy;Mystery;Sci-Fi;;;;
0.0111;0.0111;Ghost Ship (2002);1.2762;1.2651;Horror;;;;;;;
0.0111;-0.0111;Johnny Mnemonic (1995);1.1474;1.1585;Action;Sci-Fi;Thriller;;;;;
0.0111;0.0111;Evil Dead, The (1981);0.9541;0.943;Fantasy;Horror;;;;;;
0.0111;-0.0111;Jaws 2 (1978);0.9947;1.0058;Action;Horror;Thriller;;;;;
0.0111;-0.0111;What Ever Happened to Baby Jane? (1962);0.738;0.7491;Drama;Thriller;;;;;;
0.011;0.011;Blair Witch Project, The (1999);1.5822;1.5712;Horror;Thriller;;;;;;
0.011;0.011;Carmen Miranda: Bananas Is My Business (1994);0.5342;0.5232;Documentary;;;;;;;
0.011;0.011;Dark Water (2005);0.8993;0.8883;Drama;Horror;Thriller;;;;;
0.011;0.011;Prophecy II, The (1998);0.5476;0.5366;Horror;;;;;;;
0.011;0.011;Experiment in Terror (1962);0.2611;0.2501;Crime;Thriller;;;;;;
0.011;0.011;Animal Crackers (1930);0.8772;0.8662;Comedy;;;;;;;
0.011;0.011;Tristram Shandy: A Cock and Bull Story (2005);0.7659;0.7549;Comedy;Drama;;;;;;
0.011;-0.011;Spartacus (1960);0.6274;0.6384;Action;Drama;Romance;War;;;;
0.011;-0.011;Dog Park (1998);0.2877;0.2987;Comedy;Romance;;;;;;
0.011;-0.011;Sweet Smell of Success (1957);0.7911;0.8021;Drama;Film-Noir;;;;;;
0.011;0.011;Orpheus (Orphe) (1950);1.0552;1.0442;Drama;Fantasy;Romance;;;;;
0.0109;0.0109;Terms of Endearment (1983);1.0296;1.0187;Comedy;Drama;;;;;;
0.0109;0.0109;Urban Legend (1998);1.1184;1.1075;Horror;Thriller;;;;;;
0.0109;0.0109;Idle Hands (1999);1.1303;1.1194;Comedy;Horror;;;;;;
0.0109;-0.0109;Rising Sun (1993);0.7575;0.7684;Action;Drama;Mystery;;;;;
0.0109;-0.0109;North Country (2005);0.5401;0.551;Drama;;;;;;;
0.0109;-0.0109;Appleseed (Appurushdo) (2004);0.8334;0.8443;Action;Animation;Fantasy;Sci-Fi;;;;
0.0108;0.0108;Sister Act (1992);1.2087;1.1979;Comedy;Crime;Musical;;;;;
0.0108;-0.0108;Sound of Music, The (1965);1.1641;1.1749;Musical;Romance;;;;;;
0.0108;-0.0108;Nightmare on Elm Street 4: The Dream Master, A (1988);1.1738;1.1846;Fantasy;Horror;Thriller;;;;;
0.0108;0.0108;Rocket Man (1997);0.9518;0.941;Children;Comedy;Romance;Sci-Fi;;;;
0.0108;0.0108;Good Will Hunting (1997);0.6901;0.6793;Drama;Romance;;;;;;
0.0108;-0.0108;In the Name of the Father (1993);0.6955;0.7063;Drama;;;;;;;
0.0108;-0.0108;Footloose (1984);0.9952;1.006;Drama;;;;;;;
0.0108;-0.0108;Judy Berlin (1999);0.1827;0.1935;Drama;;;;;;;
0.0108;0.0108;Mr. 3000 (2004);0.8552;0.8444;Comedy;Drama;;;;;;
0.0108;-0.0108;Crash (2004);0.8616;0.8724;Crime;Drama;;;;;;
0.0108;-0.0108;Shine (1996);0.7175;0.7283;Drama;Romance;;;;;;
0.0107;0.0107;Best Years of Our Lives, The (1946);0.9294;0.9187;Drama;War;;;;;;
0.0107;-0.0107;Catch-22 (1970);0.7136;0.7243;Comedy;War;;;;;;
0.0107;0.0107;Death Becomes Her (1992);1.0949;1.0842;Comedy;Fantasy;;;;;;
0.0107;0.0107;Professional, The (Le Professionnel) (1981);0.7575;0.7468;Action;Drama;Thriller;;;;;
0.0107;0.0107;Fahrenheit 9/11 (2004);1.0847;1.074;Documentary;;;;;;;
0.0107;-0.0107;Sea Is Watching, The (Umi wa miteita) (2002);1.6321;1.6428;Romance;;;;;;;
0.0106;0.0106;FLCL (2000);2.4902;2.4796;Animation;Comedy;Fantasy;Sci-Fi;;;;
0.0106;-0.0106;Jacknife (1989);0.7722;0.7828;Drama;;;;;;;
0.0106;0.0106;Santa Clause, The (1994);1.1471;1.1365;Comedy;Drama;Fantasy;;;;;
0.0106;0.0106;Last Days of Disco, The (1998);0.8038;0.7932;Comedy;Drama;;;;;;
0.0106;-0.0106;Tale of Springtime, A (Conte de Printemps) (1990);1.9618;1.9724;Drama;Romance;;;;;;
0.0106;-0.0106;Cowboy Bebop: The Movie (Cowboy Bebop: Tengoku no Tobira) (2001);0.909;0.9196;Action;Animation;Film-Noir;Sci-Fi;Thriller;;;
0.0105;0.0105;Out of Africa (1985);0.9926;0.9821;Drama;Romance;;;;;;
0.0105;0.0105;Next Stop Wonderland (1998);0.6318;0.6213;Comedy;Drama;Romance;;;;;
0.0105;0.0105;Noi the Albino (Ni albini) (2003);0.7892;0.7787;Drama;;;;;;;
0.0105;-0.0105;Sleepers (1996);0.735;0.7455;Thriller;;;;;;;
0.0105;0.0105;Getaway, The (1994);1.5206;1.5101;Action;Adventure;Crime;Drama;Romance;Thriller;;
0.0105;0.0105;Ladyhawke (1985);1.0122;1.0017;Adventure;Fantasy;Romance;;;;;
0.0105;-0.0105;Falling Down (1993);0.6623;0.6728;Action;Drama;;;;;;
0.0105;-0.0105;Life as a House (2001);0.8365;0.847;Comedy;Drama;;;;;;
0.0104;-0.0104;Sweet Home Alabama (2002);1.1098;1.1202;Comedy;Romance;;;;;;
0.0104;0.0104;Right Stuff, The (1983);0.8205;0.8101;Drama;;;;;;;
0.0104;0.0104;Alien: Resurrection (1997);1.1467;1.1363;Action;Horror;Sci-Fi;;;;;
0.0104;0.0104;Mist, The (2007);1.1105;1.1001;Drama;Horror;Sci-Fi;Thriller;;;;
0.0103;-0.0103;Sweetest Thing, The (2002);1.396;1.4063;Comedy;Romance;;;;;;
0.0103;0.0103;Life Is Beautiful (La Vita  bella) (1997);0.8886;0.8783;Comedy;Drama;Romance;War;;;;
0.0103;0.0103;Malcolm X (1992);0.7021;0.6918;Drama;;;;;;;
0.0103;0.0103;Knight's Tale, A (2001);0.9781;0.9678;Action;Adventure;Comedy;;;;;
0.0103;0.0103;Bad News Bears in Breaking Training, The (1977);0.904;0.8937;Comedy;;;;;;;
0.0103;0.0103;Harvey Girls, The (1946);0.4264;0.4161;Musical;Western;;;;;;
0.0103;-0.0103;Arthur (1981);1.0436;1.0539;Comedy;Romance;;;;;;
0.0103;-0.0103;Dinosaur (2000);1.1538;1.1641;Animation;Children;;;;;;
0.0103;-0.0103;Battle of Algiers, The (Bataille d'Alger, La) (1966);0.8579;0.8682;Drama;War;;;;;;
0.0102;0.0102;Sword in the Stone, The (1963);0.7223;0.7121;Animation;Children;Fantasy;Musical;;;;
0.0102;0.0102;Naked (1993);1.1085;1.0983;Drama;;;;;;;
0.0102;0.0102;Little Voice (1998);0.8962;0.886;Comedy;;;;;;;
0.0102;0.0102;Postman Always Rings Twice, The (1981);0.5834;0.5732;Crime;Thriller;;;;;;
0.0102;0.0102;American Psycho (2000);0.9414;0.9312;Comedy;Crime;Drama;Horror;Mystery;Thriller;;
0.0102;0.0102;When a Stranger Calls (1979);1.3241;1.3139;Horror;Thriller;;;;;;
0.0102;0.0102;Cabin Fever (2002);1.4253;1.4151;Horror;Thriller;;;;;;
0.0102;-0.0102;Three Kings (1999);0.752;0.7622;Action;Adventure;Comedy;Drama;War;;;
0.0102;-0.0102;Anacondas: The Hunt for the Blood Orchid (2004);1.4685;1.4787;Adventure;Drama;Horror;Sci-Fi;Thriller;;;
0.0101;-0.0101;Run of the Country, The (1995);0.0049;0.015;Drama;;;;;;;
0.0101;0.0101;I Shot Andy Warhol (1996);0.4283;0.4182;Drama;;;;;;;
0.0101;0.0101;Nashville (1975);0.9033;0.8932;Drama;Musical;;;;;;
0.0101;0.0101;Illuminata (1998);0.4221;0.412;Comedy;;;;;;;
0.0101;0.0101;Mad Max (1979);1.0147;1.0046;Action;Adventure;Sci-Fi;;;;;
0.0101;0.0101;Constant Gardener, The (2005);0.6709;0.6608;Drama;Thriller;;;;;;
0.0101;0.0101;Torch Song Trilogy (1988);0.7543;0.7442;Comedy;Drama;Romance;;;;;
0.0101;0.0101;Rush Hour 2 (2001);1.0205;1.0104;Action;Comedy;;;;;;
0.0101;0.0101;Johnny Dangerously (1984);0.625;0.6149;Comedy;;;;;;;
0.0101;0.0101;Terminator 3: Rise of the Machines (2003);1.0302;1.0201;Action;Adventure;Sci-Fi;;;;;
0.0101;0.0101;Chicken Run (2000);0.8375;0.8274;Animation;Children;Comedy;;;;;
0.0101;0.0101;Cry-Baby (1990);1.02;1.0099;Comedy;Musical;Romance;;;;;
0.0101;-0.0101;Goldfinger (1964);0.757;0.7671;Action;Adventure;Thriller;;;;;
0.01;0.01;Scarlet Letter, The (1995);1.2052;1.1952;Drama;Romance;;;;;;
0.01;0.01;Thumbsucker (2005);0.6371;0.6271;Comedy;Drama;;;;;;
0.01;0.01;Spy Kids 2: The Island of Lost Dreams (2002);1.8968;1.8868;Adventure;Children;;;;;;
0.01;-0.01;Wallace & Gromit: The Best of Aardman Animation (1996);1.4254;1.4354;Adventure;Animation;Comedy;;;;;
